Name,Year,Count
Caroline,1937,1100
Caroline,1938,1116
Caroline,1939,1010
Caroline,1940,1169
Caroline,1941,1173
Caroline,1942,1396
Caroline,1943,1352
Caroline,1944,1212
Caroline,1945,1015
Caroline,1946,1090
Caroline,1947,1151
Caroline,1948,1081
Caroline,1949,1001
Caroline,1950,880
Caroline,1951,916
Caroline,1952,920
Caroline,1953,885
Caroline,1954,769
Caroline,1955,744
Caroline,1956,700
Caroline,1957,1135
Caroline,1958,990
Caroline,1959,1046
Caroline,1960,1217
Caroline,1961,2204
Caroline,1962,1993
Caroline,1963,1690
Caroline,1964,2106
Caroline,1965,1820
Caroline,1966,1552
Caroline,1967,1449
Caroline,1968,1412
Caroline,1969,1350
Caroline,1970,1374
Caroline,1971,1212
Caroline,1972,1071
Caroline,1973,1120
Caroline,1974,1205
Caroline,1975,1232
Caroline,1976,1234
Caroline,1977,1205
Caroline,1978,1313
Caroline,1979,1357
Caroline,1980,1319
Caroline,1981,1400
Caroline,1982,1544
Caroline,1983,1479
Caroline,1984,1641
Caroline,1985,1754
Caroline,1986,1807
Caroline,1987,2055
Caroline,1988,2330
Caroline,1989,2693
Caroline,1990,2830
Caroline,1991,2843
Caroline,1992,3183
Caroline,1993,3081
Caroline,1994,3455
Caroline,1995,3797
Caroline,1996,4464
Caroline,1997,4444
Caroline,1998,4280
Caroline,1999,4478
Caroline,2000,5028
Caroline,2001,4870
Caroline,2002,4655
Caroline,2003,4583
Caroline,2004,4387
Caroline,2005,3980
Caroline,2006,3787
Caroline,2007,3404
Caroline,2008,3552
Caroline,2009,3621
Caroline,2010,3353
Caroline,2011,3364
Caroline,2012,3412
Caroline,2013,3970
Caroline,2014,4313
Carolyn,1880,80
Carolyn,1881,60
Carolyn,1882,62
Carolyn,1883,58
Carolyn,1884,75
Carolyn,1885,86
Carolyn,1886,82
Carolyn,1887,97
Carolyn,1888,123
Carolyn,1889,133
Carolyn,1890,124
Carolyn,1891,110
Carolyn,1892,122
Carolyn,1893,146
Carolyn,1894,147
Carolyn,1895,149
Carolyn,1896,149
Carolyn,1897,145
Carolyn,1898,169
Carolyn,1899,141
Carolyn,1900,185
Carolyn,1901,148
Carolyn,1902,179
Carolyn,1903,157
Carolyn,1904,183
Carolyn,1905,210
Carolyn,1906,184
Carolyn,1907,184
Carolyn,1908,280
Carolyn,1909,299
Carolyn,1910,331
Carolyn,1911,387
Carolyn,1912,517
Carolyn,1913,676
Carolyn,1914,835
Carolyn,1915,1106
Carolyn,1916,1215
Carolyn,1917,1229
Carolyn,1918,1329
Carolyn,1919,1330
Carolyn,1920,1556
Carolyn,1921,1753
Carolyn,1922,1706
Carolyn,1923,2017
Carolyn,1924,2227
Carolyn,1925,2200
Carolyn,1926,2413
Carolyn,1927,2813
Carolyn,1928,2856
Carolyn,1929,3281
Carolyn,1930,3745
Carolyn,1931,4024
Carolyn,1932,4601
Carolyn,1933,5060
Carolyn,1934,6489
Carolyn,1935,6988
Carolyn,1936,7937
Carolyn,1937,8985
Carolyn,1938,10625
Carolyn,1939,11331
Carolyn,1940,12702
Carolyn,1941,16332
Carolyn,1942,20041
Carolyn,1943,20435
Carolyn,1944,18740
Carolyn,1945,17288
Carolyn,1946,19945
Carolyn,1947,20790
Carolyn,1948,18653
Carolyn,1949,17437
Carolyn,1950,15622
Carolyn,1951,15222
Carolyn,1952,14320
Carolyn,1953,12926
Carolyn,1954,12183
Carolyn,1955,11202
Carolyn,1956,10671
Carolyn,1957,11596
Carolyn,1958,10845
Carolyn,1959,9763
Carolyn,1960,9434
Carolyn,1961,10523
Carolyn,1962,9721
Carolyn,1963,8153
Carolyn,1964,8090
Carolyn,1965,6993
Carolyn,1966,6142
Carolyn,1967,5742
Carolyn,1968,5553
Carolyn,1969,5152
Carolyn,1970,4532
Carolyn,1971,3615
Carolyn,1972,3008
Carolyn,1973,2582
Carolyn,1974,2483
Carolyn,1975,2353
Carolyn,1976,2122
Carolyn,1977,2206
Carolyn,1978,2185
Carolyn,1979,2063
Carolyn,1980,1936
Carolyn,1981,1970
Carolyn,1982,2016
Carolyn,1983,1923
Carolyn,1984,1833
Carolyn,1985,1847
Carolyn,1986,1747
Carolyn,1987,1823
Carolyn,1988,1810
Carolyn,1989,1827
Carolyn,1990,1723
Carolyn,1991,1566
Carolyn,1992,1518
Carolyn,1993,1477
Carolyn,1994,1229
Carolyn,1995,1180
Carolyn,1996,1208
Carolyn,1997,1061
Carolyn,1998,901
Carolyn,1999,1034
Carolyn,2000,1029
Carolyn,2001,868
Carolyn,2002,820
Carolyn,2003,700
Carolyn,2004,729
Carolyn,2005,625
Carolyn,2006,585
Carolyn,2007,495
Carolyn,2008,448
Carolyn,2009,425
Carolyn,2010,377
Carolyn,2011,371
Carolyn,2012,358
Carolyn,2013,343
Carolyn,2014,374
Carrie,1880,957
Carrie,1881,964
Carrie,1882,1043
Carrie,1883,1108
Carrie,1884,1250
Carrie,1885,1288
Carrie,1886,1403
Carrie,1887,1344
Carrie,1888,1653
Carrie,1889,1553
Carrie,1890,1518
Carrie,1891,1350
Carrie,1892,1593
Carrie,1893,1464
Carrie,1894,1458
Carrie,1895,1463
Carrie,1896,1396
Carrie,1897,1371
Carrie,1898,1376
Carrie,1899,1354
Carrie,1900,1717
Carrie,1901,1252
Carrie,1902,1376
Carrie,1903,1261
Carrie,1904,1286
Carrie,1905,1295
Carrie,1906,1194
Carrie,1907,1294
Carrie,1908,1249
Carrie,1909,1282
Carrie,1910,1390
Carrie,1911,1289
Carrie,1912,1587
Carrie,1913,1527
Carrie,1914,1808
Carrie,1915,1983
Carrie,1916,2175
Carrie,1917,2084
Carrie,1918,2142
Carrie,1919,2199
Carrie,1920,2119
Carrie,1921,2094
Carrie,1922,2131
Carrie,1923,1939
Carrie,1924,2068
Carrie,1925,2050
Carrie,1926,1880
Carrie,1927,1804
Carrie,1928,1663
Carrie,1929,1528
Carrie,1930,1481
Carrie,1931,1327
Carrie,1932,1407
Carrie,1933,1280
Carrie,1934,1270
Carrie,1935,1290
Carrie,1936,1189
Carrie,1937,1196
Carrie,1938,1136
Carrie,1939,1088
Carrie,1940,1104
Carrie,1941,1042
Carrie,1942,1195
Carrie,1943,1141
Carrie,1944,1030
Carrie,1945,993
Carrie,1946,1082
Carrie,1947,1177
Carrie,1948,1174
Carrie,1949,1114
Carrie,1950,981
Carrie,1951,1071
Carrie,1952,1114
Carrie,1953,1288
Carrie,1954,1315
Carrie,1955,1220
Carrie,1956,1537
Carrie,1957,2159
Carrie,1958,2593
Carrie,1959,2976
Carrie,1960,3158
Carrie,1961,3188
Carrie,1962,3040
Carrie,1963,2823
Carrie,1964,2985
Carrie,1965,2491
Carrie,1966,2475
Carrie,1967,3205
Carrie,1968,3987
Carrie,1969,3893
Carrie,1970,4995
Carrie,1971,6001
Carrie,1972,5437
Carrie,1973,5857
Carrie,1974,6452
Carrie,1975,7880
Carrie,1976,8019
Carrie,1977,8689
Carrie,1978,7347
Carrie,1979,6376
Carrie,1980,5792
Carrie,1981,5110
Carrie,1982,5206
Carrie,1983,4318
Carrie,1984,3709
Carrie,1985,2947
Carrie,1986,2575
Carrie,1987,2401
Carrie,1988,2210
Carrie,1989,1968
Carrie,1990,1707
Carrie,1991,1465
Carrie,1992,1284
Carrie,1993,1115
Carrie,1994,1013
Carrie,1995,896
Carrie,1996,876
Carrie,1997,744
Carrie,1998,629
Carrie,1999,582
Carrie,2000,534
Carrie,2001,430
Carrie,2002,320
Carrie,2003,345
Carrie,2004,310
Carrie,2005,302
Carrie,2006,308
Carrie,2007,267
Carrie,2008,264
Carrie,2009,236
Carrie,2010,180
Carrie,2011,150
Carrie,2012,154
Carrie,2013,173
Carrie,2014,148
Carson,1880,9
Carson,1881,6
Carson,1882,14
Carson,1884,13
Carson,1885,9
Carson,1886,8
Carson,1887,14
Carson,1888,9
Carson,1889,7
Carson,1890,8
Carson,1891,7
Carson,1892,12
Carson,1893,5
Carson,1894,12
Carson,1895,10
Carson,1896,8
Carson,1897,5
Carson,1898,16
Carson,1899,10
Carson,1900,16
Carson,1901,11
Carson,1902,17
Carson,1903,14
Carson,1904,10
Carson,1905,12
Carson,1906,13
Carson,1907,15
Carson,1908,12
Carson,1909,22
Carson,1910,24
Carson,1911,37
Carson,1912,45
Carson,1913,47
Carson,1914,96
Carson,1915,95
Carson,1916,113
Carson,1917,90
Carson,1918,103
Carson,1919,103
Carson,1920,99
Carson,1921,97
Carson,1922,120
Carson,1923,108
Carson,1924,132
Carson,1925,103
Carson,1926,113
Carson,1927,105
Carson,1928,101
Carson,1929,72
Carson,1930,107
Carson,1931,83
Carson,1932,112
Carson,1933,71
Carson,1934,84
Carson,1935,84
Carson,1936,89
Carson,1937,99
Carson,1938,87
Carson,1939,117
Carson,1940,106
Carson,1941,97
Carson,1942,115
Carson,1943,122
Carson,1944,69
Carson,1945,97
Carson,1946,131
Carson,1947,146
Carson,1948,123
Carson,1949,138
Carson,1950,127
Carson,1951,160
Carson,1952,128
Carson,1953,154
Carson,1954,138
Carson,1955,124
Carson,1956,118
Carson,1957,108
Carson,1958,98
Carson,1959,104
Carson,1960,90
Carson,1961,105
Carson,1962,94
Carson,1963,87
Carson,1964,84
Carson,1965,89
Carson,1966,79
Carson,1967,72
Carson,1968,92
Carson,1969,91
Carson,1970,105
Carson,1971,92
Carson,1972,113
Carson,1973,113
Carson,1974,112
Carson,1975,142
Carson,1976,151
Carson,1977,150
Carson,1978,152
Carson,1979,168
Carson,1980,175
Carson,1981,189
Carson,1982,207
Carson,1983,199
Carson,1984,238
Carson,1985,281
Carson,1986,278
Carson,1987,271
Carson,1988,313
Carson,1989,412
Carson,1990,539
Carson,1991,666
Carson,1992,862
Carson,1993,888
Carson,1994,1035
Carson,1995,1097
Carson,1996,1260
Carson,1997,1298
Carson,1998,1770
Carson,1999,2794
Carson,2000,3616
Carson,2001,4293
Carson,2002,3891
Carson,2003,5140
Carson,2004,4615
Carson,2005,4566
Carson,2006,5223
Carson,2007,5319
Carson,2008,5328
Carson,2009,5180
Carson,2010,5285
Carson,2011,5095
Carson,2012,4738
Carson,2013,4673
Carson,2014,4753
Carter,1881,12
Carter,1883,11
Carter,1884,13
Carter,1885,10
Carter,1886,15
Carter,1887,13
Carter,1888,15
Carter,1889,11
Carter,1890,8
Carter,1891,13
Carter,1892,18
Carter,1893,13
Carter,1894,16
Carter,1895,9
Carter,1896,13
Carter,1897,16
Carter,1898,14
Carter,1899,14
Carter,1900,31
Carter,1901,13
Carter,1902,11
Carter,1903,23
Carter,1904,25
Carter,1905,16
Carter,1906,15
Carter,1907,18
Carter,1908,25
Carter,1909,22
Carter,1910,26
Carter,1911,26
Carter,1912,45
Carter,1913,37
Carter,1914,92
Carter,1915,78
Carter,1916,83
Carter,1917,91
Carter,1918,100
Carter,1919,107
Carter,1920,103
Carter,1921,83
Carter,1922,93
Carter,1923,84
Carter,1924,112
Carter,1925,94
Carter,1926,89
Carter,1927,94
Carter,1928,78
Carter,1929,71
Carter,1930,62
Carter,1931,85
Carter,1932,68
Carter,1933,77
Carter,1934,97
Carter,1935,101
Carter,1936,98
Carter,1937,99
Carter,1938,106
Carter,1939,83
Carter,1940,94
Carter,1941,116
Carter,1942,112
Carter,1943,135
Carter,1944,127
Carter,1945,126
Carter,1946,148
Carter,1947,178
Carter,1948,159
Carter,1949,184
Carter,1950,177
Carter,1951,180
Carter,1952,164
Carter,1953,169
Carter,1954,189
Carter,1955,158
Carter,1956,185
Carter,1957,145
Carter,1958,170
Carter,1959,140
Carter,1960,139
Carter,1961,139
Carter,1962,141
Carter,1963,166
Carter,1964,138
Carter,1965,123
Carter,1966,128
Carter,1967,141
Carter,1968,130
Carter,1969,159
Carter,1970,165
Carter,1971,211
Carter,1972,174
Carter,1973,143
Carter,1974,156
Carter,1975,173
Carter,1976,173
Carter,1977,133
Carter,1978,81
Carter,1979,64
Carter,1980,99
Carter,1981,100
Carter,1982,128
Carter,1983,126
Carter,1984,149
Carter,1985,199
Carter,1986,203
Carter,1987,239
Carter,1988,279
Carter,1989,316
Carter,1990,363
Carter,1991,433
Carter,1992,517
Carter,1993,594
Carter,1994,587
Carter,1995,978
Carter,1996,1282
Carter,1997,1601
Carter,1998,1863
Carter,1999,2026
Carter,2000,2640
Carter,2001,3514
Carter,2002,3546
Carter,2003,4272
Carter,2004,5123
Carter,2005,6017
Carter,2006,6553
Carter,2007,6201
Carter,2008,7163
Carter,2009,8284
Carter,2010,8308
Carter,2011,8786
Carter,2012,9484
Carter,2013,9854
Carter,2014,10954
Casey,1888,6
Casey,1890,5
Casey,1892,7
Casey,1894,9
Casey,1895,5
Casey,1897,5
Casey,1898,6
Casey,1900,13
Casey,1901,7
Casey,1903,10
Casey,1904,7
Casey,1905,5
Casey,1906,12
Casey,1907,8
Casey,1908,11
Casey,1909,16
Casey,1910,19
Casey,1911,33
Casey,1912,45
Casey,1913,44
Casey,1914,48
Casey,1915,53
Casey,1916,46
Casey,1917,38
Casey,1918,63
Casey,1919,55
Casey,1920,44
Casey,1921,44
Casey,1922,42
Casey,1923,36
Casey,1924,45
Casey,1925,26
Casey,1926,35
Casey,1927,34
Casey,1928,24
Casey,1929,27
Casey,1930,19
Casey,1931,25
Casey,1932,31
Casey,1933,35
Casey,1934,22
Casey,1935,25
Casey,1936,35
Casey,1937,32
Casey,1938,21
Casey,1939,32
Casey,1940,24
Casey,1941,30
Casey,1942,60
Casey,1943,47
Casey,1944,54
Casey,1945,41
Casey,1946,56
Casey,1947,72
Casey,1948,97
Casey,1949,137
Casey,1950,133
Casey,1951,172
Casey,1952,208
Casey,1953,210
Casey,1954,270
Casey,1955,332
Casey,1956,414
Casey,1957,426
Casey,1958,436
Casey,1959,482
Casey,1960,424
Casey,1961,419
Casey,1962,596
Casey,1963,432
Casey,1964,464
Casey,1965,507
Casey,1966,659
Casey,1967,617
Casey,1968,697
Casey,1969,873
Casey,1970,1142
Casey,1971,1444
Casey,1972,1733
Casey,1973,1899
Casey,1974,2550
Casey,1975,2815
Casey,1976,2939
Casey,1977,3547
Casey,1978,4541
Casey,1979,5044
Casey,1980,5392
Casey,1981,5935
Casey,1982,5904
Casey,1983,5788
Casey,1984,6096
Casey,1985,5968
Casey,1986,7184
Casey,1987,7507
Casey,1988,7185
Casey,1989,6930
Casey,1990,7391
Casey,1991,7178
Casey,1992,6580
Casey,1993,5760
Casey,1994,5737
Casey,1995,5267
Casey,1996,5013
Casey,1997,4291
Casey,1998,4077
Casey,1999,3845
Casey,2000,3339
Casey,2001,2839
Casey,2002,2429
Casey,2003,2240
Casey,2004,2086
Casey,2005,1870
Casey,2006,1840
Casey,2007,1681
Casey,2008,1649
Casey,2009,1397
Casey,2010,1189
Casey,2011,1103
Casey,2012,909
Casey,2013,932
Casey,2014,871
Cassandra,1902,5
Cassandra,1906,5
Cassandra,1912,6
Cassandra,1913,5
Cassandra,1914,9
Cassandra,1915,12
Cassandra,1916,7
Cassandra,1917,7
Cassandra,1918,8
Cassandra,1919,7
Cassandra,1920,11
Cassandra,1921,6
Cassandra,1922,7
Cassandra,1923,5
Cassandra,1924,6
Cassandra,1925,8
Cassandra,1926,7
Cassandra,1927,9
Cassandra,1928,11
Cassandra,1929,6
Cassandra,1930,12
Cassandra,1931,10
Cassandra,1932,10
Cassandra,1933,8
Cassandra,1934,8
Cassandra,1935,16
Cassandra,1936,19
Cassandra,1937,22
Cassandra,1938,27
Cassandra,1939,32
Cassandra,1940,49
Cassandra,1941,43
Cassandra,1942,184
Cassandra,1943,241
Cassandra,1944,264
Cassandra,1945,238
Cassandra,1946,289
Cassandra,1947,378
Cassandra,1948,441
Cassandra,1949,533
Cassandra,1950,640
Cassandra,1951,688
Cassandra,1952,624
Cassandra,1953,598
Cassandra,1954,633
Cassandra,1955,716
Cassandra,1956,807
Cassandra,1957,1002
Cassandra,1958,942
Cassandra,1959,1050
Cassandra,1960,1285
Cassandra,1961,1455
Cassandra,1962,1541
Cassandra,1963,1648
Cassandra,1964,1596
Cassandra,1965,1571
Cassandra,1966,1600
Cassandra,1967,1650
Cassandra,1968,2306
Cassandra,1969,2170
Cassandra,1970,2608
Cassandra,1971,2385
Cassandra,1972,2137
Cassandra,1973,1816
Cassandra,1974,1736
Cassandra,1975,1587
Cassandra,1976,1356
Cassandra,1977,1677
Cassandra,1978,1823
Cassandra,1979,1958
Cassandra,1980,2118
Cassandra,1981,2865
Cassandra,1982,4682
Cassandra,1983,4015
Cassandra,1984,4600
Cassandra,1985,4737
Cassandra,1986,5001
Cassandra,1987,4565
Cassandra,1988,5749
Cassandra,1989,6715
Cassandra,1990,7072
Cassandra,1991,6419
Cassandra,1992,6325
Cassandra,1993,5430
Cassandra,1994,5065
Cassandra,1995,4458
Cassandra,1996,4022
Cassandra,1997,4103
Cassandra,1998,3820
Cassandra,1999,3728
Cassandra,2000,3304
Cassandra,2001,2834
Cassandra,2002,2735
Cassandra,2003,2339
Cassandra,2004,1979
Cassandra,2005,1871
Cassandra,2006,1557
Cassandra,2007,1326
Cassandra,2008,1184
Cassandra,2009,1008
Cassandra,2010,979
Cassandra,2011,777
Cassandra,2012,741
Cassandra,2013,661
Cassandra,2014,593
Cassidy,1968,5
Cassidy,1969,10
Cassidy,1970,25
Cassidy,1971,42
Cassidy,1972,54
Cassidy,1973,53
Cassidy,1974,78
Cassidy,1975,86
Cassidy,1976,114
Cassidy,1977,125
Cassidy,1978,147
Cassidy,1979,149
Cassidy,1980,195
Cassidy,1981,218
Cassidy,1982,286
Cassidy,1983,521
Cassidy,1984,575
Cassidy,1985,567
Cassidy,1986,472
Cassidy,1987,515
Cassidy,1988,521
Cassidy,1989,606
Cassidy,1990,646
Cassidy,1991,712
Cassidy,1992,844
Cassidy,1993,1137
Cassidy,1994,2419
Cassidy,1995,3130
Cassidy,1996,2922
Cassidy,1997,3197
Cassidy,1998,3102
Cassidy,1999,3449
Cassidy,2000,3204
Cassidy,2001,3068
Cassidy,2002,2667
Cassidy,2003,2258
Cassidy,2004,2064
Cassidy,2005,1873
Cassidy,2006,1839
Cassidy,2007,1705
Cassidy,2008,1552
Cassidy,2009,1410
Cassidy,2010,1337
Cassidy,2011,1171
Cassidy,2012,1184
Cassidy,2013,1325
Cassidy,2014,1338
Catherine,1880,688
Catherine,1881,635
Catherine,1882,726
Catherine,1883,853
Catherine,1884,881
Catherine,1885,846
Catherine,1886,916
Catherine,1887,972
Catherine,1888,1218
Catherine,1889,1198
Catherine,1890,1232
Catherine,1891,1225
Catherine,1892,1334
Catherine,1893,1340
Catherine,1894,1430
Catherine,1895,1514
Catherine,1896,1594
Catherine,1897,1511
Catherine,1898,1710
Catherine,1899,1633
Catherine,1900,2086
Catherine,1901,1604
Catherine,1902,1896
Catherine,1903,1916
Catherine,1904,1992
Catherine,1905,2198
Catherine,1906,2237
Catherine,1907,2464
Catherine,1908,2760
Catherine,1909,2904
Catherine,1910,3171
Catherine,1911,3576
Catherine,1912,4677
Catherine,1913,5314
Catherine,1914,6632
Catherine,1915,8195
Catherine,1916,8493
Catherine,1917,8705
Catherine,1918,8854
Catherine,1919,8351
Catherine,1920,8896
Catherine,1921,8906
Catherine,1922,8557
Catherine,1923,8462
Catherine,1924,8388
Catherine,1925,7889
Catherine,1926,7494
Catherine,1927,7292
Catherine,1928,6949
Catherine,1929,6298
Catherine,1930,6332
Catherine,1931,5679
Catherine,1932,5473
Catherine,1933,4928
Catherine,1934,4956
Catherine,1935,4716
Catherine,1936,4561
Catherine,1937,4481
Catherine,1938,4545
Catherine,1939,4593
Catherine,1940,4598
Catherine,1941,4902
Catherine,1942,5292
Catherine,1943,5449
Catherine,1944,5273
Catherine,1945,5049
Catherine,1946,6380
Catherine,1947,7900
Catherine,1948,8269
Catherine,1949,9148
Catherine,1950,9673
Catherine,1951,10587
Catherine,1952,11087
Catherine,1953,10850
Catherine,1954,11099
Catherine,1955,11648
Catherine,1956,12088
Catherine,1957,11172
Catherine,1958,10787
Catherine,1959,10041
Catherine,1960,9561
Catherine,1961,9267
Catherine,1962,8719
Catherine,1963,8320
Catherine,1964,8259
Catherine,1965,7274
Catherine,1966,6981
Catherine,1967,6369
Catherine,1968,6149
Catherine,1969,6109
Catherine,1970,6028
Catherine,1971,5347
Catherine,1972,4696
Catherine,1973,4285
Catherine,1974,4201
Catherine,1975,3943
Catherine,1976,3796
Catherine,1977,3863
Catherine,1978,3975
Catherine,1979,3891
Catherine,1980,4098
Catherine,1981,4067
Catherine,1982,4104
Catherine,1983,4267
Catherine,1984,4256
Catherine,1985,4300
Catherine,1986,4262
Catherine,1987,4128
Catherine,1988,4521
Catherine,1989,4601
Catherine,1990,4915
Catherine,1991,4823
Catherine,1992,4543
Catherine,1993,4473
Catherine,1994,4102
Catherine,1995,3868
Catherine,1996,3747
Catherine,1997,3601
Catherine,1998,3347
Catherine,1999,3407
Catherine,2000,3800
Catherine,2001,3727
Catherine,2002,3298
Catherine,2003,3230
Catherine,2004,3191
Catherine,2005,2990
Catherine,2006,2788
Catherine,2007,2473
Catherine,2008,2318
Catherine,2009,1888
Catherine,2010,1610
Catherine,2011,1934
Catherine,2012,1901
Catherine,2013,1858
Catherine,2014,1923
Cathy,1918,5
Cathy,1919,8
Cathy,1920,5
Cathy,1921,7
Cathy,1922,6
Cathy,1923,8
Cathy,1924,13
Cathy,1925,12
Cathy,1926,17
Cathy,1927,17
Cathy,1928,20
Cathy,1929,14
Cathy,1930,25
Cathy,1931,24
Cathy,1932,29
Cathy,1933,35
Cathy,1934,47
Cathy,1935,60
Cathy,1936,53
Cathy,1937,72
Cathy,1938,90
Cathy,1939,144
Cathy,1940,195
Cathy,1941,312
Cathy,1942,483
Cathy,1943,606
Cathy,1944,680
Cathy,1945,830
Cathy,1946,1628
Cathy,1947,2869
Cathy,1948,3570
Cathy,1949,4422
Cathy,1950,5041
Cathy,1951,5692
Cathy,1952,7020
Cathy,1953,7312
Cathy,1954,7222
Cathy,1955,8670
Cathy,1956,10160
Cathy,1957,10336
Cathy,1958,10954
Cathy,1959,10435
Cathy,1960,9159
Cathy,1961,8217
Cathy,1962,7168
Cathy,1963,6331
Cathy,1964,5520
Cathy,1965,4157
Cathy,1966,3431
Cathy,1967,2835
Cathy,1968,2406
Cathy,1969,2532
Cathy,1970,2597
Cathy,1971,2279
Cathy,1972,1735
Cathy,1973,1442
Cathy,1974,1174
Cathy,1975,970
Cathy,1976,808
Cathy,1977,744
Cathy,1978,639
Cathy,1979,587
Cathy,1980,568
Cathy,1981,534
Cathy,1982,486
Cathy,1983,371
Cathy,1984,373
Cathy,1985,362
Cathy,1986,272
Cathy,1987,246
Cathy,1988,227
Cathy,1989,224
Cathy,1990,210
Cathy,1991,209
Cathy,1992,187
Cathy,1993,153
Cathy,1994,164
Cathy,1995,143
Cathy,1996,128
Cathy,1997,133
Cathy,1998,124
Cathy,1999,116
Cathy,2000,119
Cathy,2001,120
Cathy,2002,93
Cathy,2003,103
Cathy,2004,104
Cathy,2005,93
Cathy,2006,88
Cathy,2007,79
Cathy,2008,61
Cathy,2009,56
Cathy,2010,52
Cathy,2011,47
Cathy,2012,56
Cathy,2013,59
Cathy,2014,48
Cecelia,1880,47
Cecelia,1881,51
Cecelia,1882,55
Cecelia,1883,67
Cecelia,1884,109
Cecelia,1885,84
Cecelia,1886,96
Cecelia,1887,92
Cecelia,1888,113
Cecelia,1889,138
Cecelia,1890,130
Cecelia,1891,130
Cecelia,1892,175
Cecelia,1893,182
Cecelia,1894,159
Cecelia,1895,163
Cecelia,1896,190
Cecelia,1897,212
Cecelia,1898,229
Cecelia,1899,214
Cecelia,1900,264
Cecelia,1901,249
Cecelia,1902,243
Cecelia,1903,242
Cecelia,1904,272
Cecelia,1905,293
Cecelia,1906,290
Cecelia,1907,321
Cecelia,1908,325
Cecelia,1909,294
Cecelia,1910,335
Cecelia,1911,416
Cecelia,1912,513
Cecelia,1913,536
Cecelia,1914,679
Cecelia,1915,821
Cecelia,1916,883
Cecelia,1917,919
Cecelia,1918,934
Cecelia,1919,868
Cecelia,1920,891
Cecelia,1921,825
Cecelia,1922,760
Cecelia,1923,786
Cecelia,1924,742
Cecelia,1925,721
Cecelia,1926,685
Cecelia,1927,622
Cecelia,1928,579
Cecelia,1929,559
Cecelia,1930,526
Cecelia,1931,453
Cecelia,1932,440
Cecelia,1933,403
Cecelia,1934,374
Cecelia,1935,408
Cecelia,1936,471
Cecelia,1937,474
Cecelia,1938,514
Cecelia,1939,533
Cecelia,1940,567
Cecelia,1941,609
Cecelia,1942,836
Cecelia,1943,788
Cecelia,1944,645
Cecelia,1945,628
Cecelia,1946,711
Cecelia,1947,890
Cecelia,1948,845
Cecelia,1949,850
Cecelia,1950,769
Cecelia,1951,760
Cecelia,1952,712
Cecelia,1953,691
Cecelia,1954,680
Cecelia,1955,655
Cecelia,1956,665
Cecelia,1957,683
Cecelia,1958,613
Cecelia,1959,669
Cecelia,1960,558
Cecelia,1961,565
Cecelia,1962,523
Cecelia,1963,470
Cecelia,1964,374
Cecelia,1965,330
Cecelia,1966,286
Cecelia,1967,272
Cecelia,1968,270
Cecelia,1969,209
Cecelia,1970,309
Cecelia,1971,250
Cecelia,1972,213
Cecelia,1973,192
Cecelia,1974,165
Cecelia,1975,167
Cecelia,1976,135
Cecelia,1977,130
Cecelia,1978,126
Cecelia,1979,151
Cecelia,1980,161
Cecelia,1981,151
Cecelia,1982,168
Cecelia,1983,187
Cecelia,1984,177
Cecelia,1985,180
Cecelia,1986,173
Cecelia,1987,211
Cecelia,1988,214
Cecelia,1989,200
Cecelia,1990,231
Cecelia,1991,212
Cecelia,1992,206
Cecelia,1993,246
Cecelia,1994,231
Cecelia,1995,248
Cecelia,1996,284
Cecelia,1997,232
Cecelia,1998,264
Cecelia,1999,291
Cecelia,2000,296
Cecelia,2001,313
Cecelia,2002,328
Cecelia,2003,341
Cecelia,2004,386
Cecelia,2005,420
Cecelia,2006,423
Cecelia,2007,367
Cecelia,2008,387
Cecelia,2009,393
Cecelia,2010,376
Cecelia,2011,433
Cecelia,2012,483
Cecelia,2013,534
Cecelia,2014,530
Cecil,1880,59
Cecil,1881,51
Cecil,1882,77
Cecil,1883,74
Cecil,1884,95
Cecil,1885,118
Cecil,1886,117
Cecil,1887,120
Cecil,1888,132
Cecil,1889,157
Cecil,1890,178
Cecil,1891,158
Cecil,1892,221
Cecil,1893,259
Cecil,1894,255
Cecil,1895,287
Cecil,1896,308
Cecil,1897,354
Cecil,1898,376
Cecil,1899,373
Cecil,1900,473
Cecil,1901,406
Cecil,1902,466
Cecil,1903,435
Cecil,1904,489
Cecil,1905,464
Cecil,1906,477
Cecil,1907,526
Cecil,1908,511
Cecil,1909,545
Cecil,1910,602
Cecil,1911,676
Cecil,1912,1192
Cecil,1913,1438
Cecil,1914,1723
Cecil,1915,2381
Cecil,1916,2422
Cecil,1917,2298
Cecil,1918,2566
Cecil,1919,2500
Cecil,1920,2672
Cecil,1921,2608
Cecil,1922,2508
Cecil,1923,2402
Cecil,1924,2475
Cecil,1925,2449
Cecil,1926,2448
Cecil,1927,2345
Cecil,1928,2102
Cecil,1929,1992
Cecil,1930,1973
Cecil,1931,1850
Cecil,1932,1726
Cecil,1933,1574
Cecil,1934,1661
Cecil,1935,1795
Cecil,1936,1659
Cecil,1937,1725
Cecil,1938,1635
Cecil,1939,1648
Cecil,1940,1666
Cecil,1941,1586
Cecil,1942,1685
Cecil,1943,1763
Cecil,1944,1554
Cecil,1945,1404
Cecil,1946,1463
Cecil,1947,1486
Cecil,1948,1428
Cecil,1949,1356
Cecil,1950,1376
Cecil,1951,1353
Cecil,1952,1360
Cecil,1953,1275
Cecil,1954,1334
Cecil,1955,1257
Cecil,1956,1168
Cecil,1957,1085
